,mm,formula,compound,pollutant_category,AVG_savanna,AVG_boreal_forest,AVG_tropical_forest,AVG_temperate_forest,AVG_peat,AVG_chaparral,AVG_open_cooking,AVG_cookstove,AVG_dung_burning,AVG_charcoal_making,AVG_charcoal_burning,AVG_coal_burning,AVG_pasture_maintenance,AVG_crop_residue,AVG_garbage_burning,N_savanna,N_boreal_forest,N_tropical_forest,N_temperate_forest,N_peat,N_chaparral,N_open_cooking,N_cookstove,N_dung_burning,N_charcoal_making,N_charcoal_burning,N_coal_burning,N_pasture_maintenance,N_crop_residue,N_garbage_burning,STD_savanna,STD_boreal_forest,STD_tropical_forest,STD_temperate_forest,STD_peat,STD_chaparral,STD_open_cooking,STD_cookstove,STD_dung_burning,STD_charcoal_making,STD_charcoal_burning,STD_coal_burning,STD_pasture_maintenance,STD_crop_residue,STD_garbage_burning,smile,S07,S07T,S18B,S22,MOZT1,geos_chem_species,id
197,84.0,C6H12,"1-butene, 2,3-dimethyl-",NMOC_g,,0.0199,,0.0132,0.03717,,,,,,,,,0.00421,,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC(C)C(=C)C,OLE2,OLE2,OLE3,OLE3,BIGENE,,"InChI=1S/C6H12/c1-5(2)6(3)4/h6H,1H2,2-4H3"
198,84.0,C6H12,Methylcyclopentane,NMOC_g,0.007,0.004,,0.0061,0.01693,0.0028,,,,,,,,0.00296,,1.0,1.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,0.0044,,0.0025,,,,,,,,0.0034,,CC1CCCC1,ALK4,ALK4,ALK4,ALK4,BIGALK,,"InChI=1S/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3"
199,84.0,C4H4O2,2-(3h)furanone,NMOC_g,0.9393,0.33387,,0.4835,0.4182,0.3233,0.1272,0.1538,0.6845,,,,,0.7236,0.2757,2.0,3.0,0.0,8.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.1424,0.2133,,0.0985,0.1456,0.3186,,0.0804,,,,,,0.2471,,C1C=COC1=O,OLE2,OLE2,OLEP,OLEP,,,"InChI=1S/C4H4O2/c5-4-2-1-3-6-4/h1,3H,2H2"
201,84.0,C5H8O,4-pentenal,NMOC_g,,0.00162,,0.0039,,,,,,,,,,0.00096,,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,C=CCCC=O,IPRD,IPRD,OLEA2,OLEA2,,,"InChI=1S/C5H8O/c1-2-3-4-5-6/h2,5H,1,3-4H2"
202,84.0,C5H8O,"2-pentenal, (e)-",NMOC_g,,,,0.0034,,,,,,,,,,0.00109,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCC=CC=O,IPRD,IPRD,OLEA2,OLEA2,,,"InChI=1S/C5H8O/c1-2-3-4-5-6/h3-5H,2H2,1H3/b4-3+"
203,84.0,C5H8O,"2h-pyran, 3,4-dihydro-",NMOC_g,,0.00155,,0.0021,,,,,,,,,,,,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,C1CC=COC1,OLE2,OLE2,OLEP,OLEP,,,"InChI=1S/C5H8O/c1-2-4-6-5-3-1/h2,4H,1,3,5H2"
204,84.0,C5H8O,"3-penten-2-one, (e)-",NMOC_g,,0.00077,,0.0068,0.00538,,,,,,,,,0.01664,,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC=CC(=O)C,IPRD,IPRD,LVKS,LVKS,,,"InChI=1S/C5H8O/c1-3-4-5(2)6/h3-4H,1-2H3/b4-3+"
205,84.0,C5H8O,3-penten-2-one (z),NMOC_g,,0.0019,,0.0028,,,,,,,,,,0.00482,,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC=CC(=O)C,IPRD,IPRD,LVKS,LVKS,,,"InChI=1S/C5H8O/c1-3-4-5(2)6/h3-4H,1-2H3/b4-3-"
206,84.0,C5H8O,4-penten-2-one,NMOC_g,,0.00211,,0.0027,0.00226,,,,,,,,,0.00314,,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC(=O)CC=C,IPRD,IPRD,LVKS,LVKS,,,"InChI=1S/C5H8O/c1-3-4-5(2)6/h3H,1,4H2,2H3"
207,84.0,C5H8O,2-methyl-2-butenal,NMOC_g,,0.00373,,0.012,0.00678,0.0059,,,,,,,,0.00314,,0.0,2.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0074,,,,,,,,,,,,CC=C(C)C=O,IPRD,IPRD,OLEA2,OLEA2,,,"InChI=1S/C5H8O/c1-3-5(2)4-6/h3-4H,1-2H3/b5-3+"
208,84.0,C5H8O,2-ethylacrolein,NMOC_g,,0.00359,,0.0051,,,,,,,,,,0.00326,,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCC(=C)C=O,IPRD,IPRD,OLEA2,OLEA2,,,"InChI=1S/C5H8O/c1-3-5(2)4-6/h4H,2-3H2,1H3"
209,84.0,C5H8O,Pentenone,NMOC_g,,0.06969,,0.9514,0.07968,0.1445,0.0552,0.056,,,,,,0.06938,0.6093,0.0,3.0,0.0,5.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,,0.118,,1.5911,0.1034,0.1223,,0.0324,,,,,,0.074,0.7631,CCC(=O)C=C,IPRD,IPRD,LVKS,LVKS,,,"InChI=1S/C5H8O/c1-3-5(6)4-2/h3H,1,4H2,2H3"
210,84.0,C5H8O,3-methyl-3-buten-2-one,NMOC_g,,0.0281,,0.0403,0.03758,,,,,,,,,0.0287,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0089,,,,,,,,,,,,CC(=C)C(=O)C,IPRD,IPRD,LVKS,LVKS,,,"InChI=1S/C5H8O/c1-4(2)5(3)6/h1H2,2-3H3"
211,84.0,C5H8O,"2-butenal, 3-methyl-",NMOC_g,,0.00176,,0.0042,,,,,,,,,,0.00048,,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC(=CC=O)C,IPRD,IPRD,OLEA2,OLEA2,,,"InChI=1S/C5H8O/c1-5(2)3-4-6/h3-4H,1-2H3"
212,84.0,C5H8O,"Furan, 2,3-dihydro-5-methyl-",NMOC_g,,0.00211,,0.0052,,,,,,,,,,0.00145,,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1=CCCO1,OLE2,OLE2,OLEP,OLEP,,,"InChI=1S/C5H8O/c1-5-3-2-4-6-5/h3H,2,4H2,1H3"
213,84.0,C5H8O,Cyclopentanone,NMOC_g,,0.0105,,0.1227,0.03187,0.0834,,,,,,,,0.03087,,0.0,2.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0727,,,,,,,,,,,,C1CCC(=O)C1,MEK,MEK,KET2,KET2,MEK,,InChI=1S/C5H8O/c6-5-3-1-2-4-5/h1-4H2
214,84.0,C5H8O,C5H8O isomers,NMOC_g,,,,,,,,,,,,,,0.00133,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC=CC(=O)C,IPRD,IPRD,LVKS,LVKS,,,609.811_2.244
216,86.0,C6H14,N-hexane,NMOC_g,0.0205,0.0345,0.0101,0.0348,0.2174,0.0101,,0.0061,0.1032,,,0.3458,,0.0078,0.1817,2.0,3.0,1.0,10.0,3.0,2.0,0.0,3.0,6.0,0.0,0.0,2.0,0.0,9.0,2.0,0.0106,0.0125,,0.0294,0.0871,0.0013,,0.0046,0.1791,,,0.4585,,0.0065,0.1418,CCCCCC,ALK4,ALK4,ALK4,ALK4,BIGALK,,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3"
217,86.0,C6H14,2-methylpentane,NMOC_g,0.016,0.00885,,0.00737,0.0771,0.003,,0.004,0.0783,,,0.2014,,0.00662,0.11,1.0,2.0,0.0,7.0,3.0,1.0,0.0,4.0,6.0,0.0,0.0,2.0,0.0,6.0,1.0,,,,0.0018,0.0564,,,0.0049,0.1423,,,0.278,,0.0043,,CCCC(C)C,ALK4,ALK4,ALK4,ALK4,BIGALK,,"InChI=1S/C6H14/c1-4-5-6(2)3/h6H,4-5H2,1-3H3"
218,86.0,C6H14,3-methylpentane,NMOC_g,0.008,,,0.0061,0.0087,0.0032,,0.0029,0.06,,,0.1618,,0.0068,0.157,1.0,0.0,0.0,10.0,2.0,1.0,0.0,4.0,5.0,0.0,0.0,2.0,0.0,3.0,1.0,,,,0.004,0.0008,,,0.0026,0.1078,,,0.2123,,0.0007,,CCC(C)CC,ALK4,ALK4,ALK4,ALK4,BIGALK,,"InChI=1S/C6H14/c1-4-6(3)5-2/h6H,4-5H2,1-3H3"
219,86.0,C6H14,"2,3-dimethylbutane",NMOC_g,,0.0031,,0.001,0.0706,,,0.0142,0.0541,,,0.0653,,0.0002,0.0112,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,,,,,0.0924,,,0.0137,0.0886,,,0.0873,,,,CC(C)C(C)C,ALK4,ALK4,ALK4,ALK4,BIGALK,,"InChI=1S/C6H14/c1-5(2)6(3)4/h5-6H,1-4H3"
220,86.0,C6H14,"2,2-dimethylbutane",NMOC_g,,,,0.0059,,0.0,,,,,,,,,,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0081,,,,,,,,,,,,CCC(C)(C)C,ALK3,ALK3,ALK3,ALK3,BIGALK,,"InChI=1S/C6H14/c1-5-6(2,3)4/h5H2,1-4H3"
222,86.0,C5H10O,Pentanal,NMOC_g,,0.0212,,0.0121,0.0137,,,,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CCCCC=O,RCHO,RCHO,RCHO,RCHO,MEK,,"InChI=1S/C5H10O/c1-2-3-4-5-6/h5H,2-4H2,1H3"
223,86.0,C5H10O,2-pentanone,NMOC_g,0.1534,0.0261,0.08,0.03883,0.03413,0.0524,,,,,,,0.085,0.02574,,1.0,2.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,0.0281,,0.0363,0.0301,,,,,,,,,,,CCCC(=O)C,MEK,MEK,KET2,KET2,MEK,,"InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3"
224,86.0,C5H10O,2-methylbutanal,NMOC_g,,0.0074,,0.03813,0.06074,0.0422,,,,,,,,0.00763,,0.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0346,,,,,,,,,,,,CCC(C)C=O,RCHO,RCHO,RCHO,RCHO,MEK,,"InChI=1S/C5H10O/c1-3-5(2)4-6/h4-5H,3H2,1-2H3"
225,86.0,C5H10O,3-pentanone,NMOC_g,,,0.03,0.03294,,0.03,,,,,,,0.038,0.00958,,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,0.0222,,,,,,,,,,,,CCC(=O)CC,MEK,MEK,KET2,KET2,MEK,,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3"
226,86.0,C5H10O,3-methyl-2-butanone,NMOC_g,,0.0008,,0.01891,0.04273,0.0228,,,,,,,,0.01078,,0.0,1.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0127,,,,,,,,,,,,CC(C)C(=O)C,MEK,MEK,KET2,KET2,MEK,,"InChI=1S/C5H10O/c1-4(2)5(3)6/h4H,1-3H3"
227,86.0,C5H10O,2-methyl-3-buten-2-ol,NMOC_g,,,,0.0061,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CC(C)(C=C)O,OLE1,OLE1,OLEP,OLEP,MBO,,"InChI=1S/C5H10O/c1-4-5(2,3)6/h4,6H,1H2,2-3H3"
228,86.0,C5H10O,3-methylbutanal,NMOC_g,,0.0234,,0.02125,0.09669,,,,,,,,,0.01242,,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0016,,,,,,,,,,,,CC(C)CC=O,RCHO,RCHO,RCHO,RCHO,MEK,,"InChI=1S/C5H10O/c1-5(2)3-4-6/h4-5H,3H2,1-2H3"
230,86.0,C4H6O2,"2,3-dihydro-1,4-dioxin",NMOC_g,,,,0.0073,,0.00491,,,,,,,,,,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0073,,,,,,,,,,,,C1COC=CO1,OLE2,OLE2,OLEP,OLEP,,,"InChI=1S/C4H6O2/c1-2-6-4-3-5-1/h1-2H,3-4H2"
231,86.0,C4H6O2,"2,3-butadione",NMOC_g,0.88545,0.22761,0.73,0.60445,0.27031,0.26499,0.2498,0.2619,,,,,0.79,0.38253,0.159,2.0,3.0,1.0,8.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,,0.2063,,0.6868,0.1782,0.0214,,0.1407,,,,,,0.3571,0.077,CC(=O)C(=O)C,BACL,BACL,BACL,BACL,MEK,,InChI=1S/C4H6O2/c1-3(5)4(2)6/h1-2H3
232,86.0,C4H6O2,Methyl acrylate,NMOC_g,,0.00604,,0.01691,0.01363,0.01651,,,,,,,,0.00352,,0.0,2.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0189,,,,,,,,,,,,COC(=O)C=C,OLE1,OLE1,OLEP,OLEP,BIGENE,,"InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3"
233,86.0,C4H6O2,Vinyl acetate,NMOC_g,,0.00604,,0.00379,,0.00059,,,,,,,,0.4564,,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,0.156,,CC(=O)OC=C,OLE1,OLE1,OLEP,OLEP,BIGENE,,"InChI=1S/C4H6O2/c1-3-6-4(2)5/h3H,1H2,2H3"
234,86.0,C4H6O2,Butyrolactone,NMOC_g,,,,0.00817,,,,,,,,,,0.02099,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,C1CC(=O)OC1,ALK3,ALK3,OTH2,ALK5,NROG,,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2
235,87.0,C4H9NO,C4h9no amides,NMOC_g,0.0664,,,0.0234,0.0169,0.0046,0.0509,0.0198,0.0283,,,,,0.0354,0.0111,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,0.0267,0.0154,0.0058,,0.0074,,,,,,0.0459,,CCC(=O)NC,ALK5,ALK5,AMINS,AMINS,,,87.06788999999999_C4H9NO
236,88.0,C4H8O2,1-hydroxy-2-butanone,NMOC_g,,,,,,,,,,,,,,0.0066,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,CCC(=O)CO,PRD2,PRD2,KET2,KET2,,,"InChI=1S/C4H8O2/c1-2-4(6)3-5/h5H,2-3H2,1H3"
237,88.0,C4H8O2,"2-butanone, 3-hydroxy-",NMOC_g,,,,,,,,,,,,,,0.0051,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,CC(C(=O)C)O,PRD2,PRD2,KET2,KET2,MEK,,"InChI=1S/C4H8O2/c1-3(5)4(2)6/h3,5H,1-2H3"
238,88.0,C4H8O2,Methyl propanoate,NMOC_g,,0.0366,,0.037,0.0597,0.0229,,,0.1933,,,,,0.1205,,0.0,2.0,0.0,6.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0472,,0.053,0.0715,0.0186,,,,,,,,0.1642,,CCC(=O)OC,ALK2,ALK2,OTH1,ALK4,NROG,,"InChI=1S/C4H8O2/c1-3-4(5)6-2/h3H2,1-2H3"
239,88.0,C4H8O2,Ethyl acetate,NMOC_g,0.11,0.0643,,0.0802,0.11,0.0312,0.0534,0.0585,,,,,,0.0532,0.0364,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,0.0437,,,,,,0.0746,,CCOC(=O)C,ALK2,ALK2,OTH1,ALK4,NROG,,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3"
240,88.0,C3H5Cl,3-chloro-1-propene,NMOC_g,,,,,,,,,,,,,,0.0005,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,C=CCCl,ALK5,ALK5,OLEP,OLEP,NROG,,"InChI=1S/C3H5Cl/c1-2-3-4/h2H,1,3H2"
241,88.0,C3H4O3,Pyruvic acid,NMOC_g,,0.72,,0.0668,0.054,0.0056,,,0.0084,,,,,0.00925,,0.0,1.0,0.0,5.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.1131,,0.0047,,,,,,,,,,CC(=O)C(=O)O,BACL,BACL,BACL,BACL,NROG,PYAC,"InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)"
242,89.0,C3H7NO2,Nitropropanes,NMOC_g,,,,0.0016,0.0008,0.0001,,,0.0056,,,,,0.001,,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0012,,,,,,,,,,,,CCC[N+](=O)[O-],RNO3,RNO3,R1NO3,R1NO3,,,89.04716_C3H7NO2
243,89.0,C4H11NO,C4h11no amines,NMOC_g,0.0036,,,0.0004,0.0001,0.0001,,,0.0025,,,,,0.0138,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,0.0192,,,ALK5,ALK5,AMINS,AMINS,,,89.08354_C4H11NO
244,90.0,C3H6O3,Hydroperoxy acetone,NMOC_g,,,,0.086,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CC(=O)COO,PRD2,PRD2,KET2,KET2,,,"InChI=1S/C3H6O3/c1-3(4)2-6-5/h5H,2H2,1H3"
245,90.0,C4H10S,Diethyl sulfide + butanethiol,NMOC_g,,0.077,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CCSCC,ALK4,ALK4,OTH3,ALK6,,,90.184_C4H10S
246,91.0,C6H5N,Ethylnylpyrrole,NMOC_g,,,,0.0057,0.0025,0.0007,,,0.0046,,,,,0.0006,,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0048,,,,,,,,,,,,C#CC1=CNC=C1,ARO2,ARO2,FURNS,FURNS,,,91.0416599999999_C6H5N
247,91.0,C2H5NO3,Ethyl nitrate,NMOC_g,0.0009,0.0012,0.0057,0.0009,,0.001,,0.0014,0.0228,,,,,0.0009,,1.0,2.0,1.0,6.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0005,,0.0006,,,,0.0012,0.0319,,,,,0.001,,CCO[N+](=O)[O-],RNO3,RNO3,R1NO3,R1NO3,,ETNO3,"InChI=1S/C2H5NO3/c1-2-6-3(4)5/h2H2,1H3"
249,92.0,C7H8,"1,3,5-cycloheptatriene",NMOC_g,,0.0015,,,,,,,,,,,,0.0008,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,C1C=CC=CC=C1,OLE2,OLE2,OLEC,OLE2,,,"InChI=1S/C7H8/c1-2-4-6-7-5-3-1/h1-6H,7H2"
250,92.0,C7H8,Toluene,NMOC_g,0.1728,1.535,0.26,0.4312,0.7827,0.1911,0.1778,0.1702,0.6193,,,0.539,0.1445,0.1873,0.4495,5.0,4.0,4.0,13.0,5.0,4.0,1.0,7.0,7.0,0.0,0.0,2.0,2.0,14.0,3.0,0.1493,2.3695,0.0983,0.4335,0.4709,0.1266,,0.0967,0.3399,,,0.7227,0.0502,0.1194,0.3186,CC1=CC=CC=C1,ARO1,TOLU,TOLU,TOLU,TOLUENE,TOLU,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3"
251,92.0,C7H8,C7H8 isomers,NMOC_g,,0.0108,,0.0066,0.0021,,,,,,,,,0.0014,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,C#CCCC#C,OLE2,OLE2,ACYLS,ALK5,,,679.789_1.632
252,92.0,C3H8O3,Propene hydroxyperoxide,NMOC_g,0.012,,,0.01272,,0.023,,,,,,,,0.02284,,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,0.0057,,,,,,,,,,0.0052,,CC(=O)O[N+](=O)[O-],ALK5,ALK5,OTH4,ALK5,,,"InChI=1S/C3H8O3/c1-3(2)7-5-4-6/h3,6H,1-2H3"
254,93.0,C6H7N,"Pyridine, 3-methyl-",NMOC_g,,,,,,,,,,,,,,0.00318,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1=CN=CC=C1,ARO2,ARO2,ARO1,ARO1,,,"InChI=1S/C6H7N/c1-6-3-2-4-7-5-6/h2-5H,1H3"
255,93.0,C6H7N,"Pyridine, 2-methyl-",NMOC_g,,,,0.01905,0.0437,,,,,,,,,0.00822,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1=CC=CC=N1,ARO2,ARO2,ARO1,ARO1,,,"InChI=1S/C6H7N/c1-6-4-2-3-5-7-6/h2-5H,1H3"
256,93.0,C5H3NO,2-furancarbonitrile + 3-furancarbonitrile,NMOC_g,,0.02,,0.0068,0.0195,0.0006,,,0.013,,,,,0.0033,,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0029,,,,,,,,,,,,C1=COC(=C1)C#N,ALK5,ALK5,OTH4,ALK5,,,93.02086_C5H3NO
258,94.0,C7H10,Cycloheptadiene,NMOC_g,,0.04852,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,C1CC=CC=CC1,MEK,MEK,OTH3,ALK6,,,"InChI=1S/C7H10/c1-2-4-6-7-5-3-1/h1-4H,5-7H2"
259,94.0,C7H10,C7H10 isomers,NMOC_g,,0.34078,,0.13195,0.89005,,,,,,,,,0.089,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,C1C=CCC=C1,OLE2,OLE2,OLEC,OLE2,,,554.829_1.21
260,94.0,C6H6O,Vinylfuran,NMOC_g,,0.0095,,0.0061,,,,,,,,,,0.0052,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,C=CC1=CC=CO1,ARO2,ARO2,FURNS,FURNS,,,"InChI=1S/C6H6O/c1-2-6-4-3-5-7-6/h2-5H,1H2"
261,94.0,C6H6O,Phenol,NMOC_g,0.4273,1.2255,0.45,0.3534,2.4624,0.3077,1.0995,0.2345,0.7486,12.57,2.0674,0.2222,2.42,0.3706,0.2551,3.0,5.0,1.0,11.0,6.0,5.0,4.0,8.0,13.0,2.0,1.0,2.0,1.0,10.0,2.0,0.3458,1.373,,0.262,2.9791,0.1707,1.4895,0.1472,0.5068,3.578,,0.2925,,0.2979,0.2247,C1=CC=C(C=C1)O,CRES,CRES,PHEN,PHEN,PHENOL,,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H"
263,94.0,C5H6N2,3-methylpyridazine,NMOC_g,,0.0097,,0.02415,,,,,,,,,,0.006,,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,CC1=NN=CC=C1,ARO2,ARO2,ARO1,ARO1,,,"InChI=1S/C5H6N2/c1-5-3-2-4-6-7-5/h2-4H,1H3"
264,94.0,C5H6N2,"Pyrazine, methyl-",NMOC_g,,,,,,,,,,,,,,0.0035,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,CC1=NC=CN=C1,ARO2,ARO2,ARO1,ARO1,,,"InChI=1S/C5H6N2/c1-5-4-6-2-3-7-5/h2-4H,1H3"
265,94.0,C2H6S2,Dimethyl disulfide,NMOC_g,,0.0039,,0.0033,0.004,0.0005,,,0.0038,,,,,0.0028,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,CSSC,ALK3,ALK3,OTH2,ALK5,NROG,,InChI=1S/C2H6S2/c1-3-4-2/h1-2H3
266,94.0,CH3Br,Methyl bromide,NMOC_g,0.0022,0.0018,0.0029,0.0018,0.016,0.0005,,0.0015,0.0053,,,0.0026,0.0029,0.0017,0.0022,3.0,1.0,3.0,5.0,2.0,1.0,0.0,4.0,6.0,0.0,0.0,2.0,1.0,8.0,1.0,0.0024,,0.0024,0.0024,0.0084,,,0.0019,0.0053,,,0.0,,0.0026,,CBr,NROG,NROG,NROG,NROG,NROG,CH3Br,InChI=1S/CH3Br/c1-2/h1H3
